IDOrder,IDrestaurant,IDclient,date,heure,modepaiement,remise,IDcaissier,etatpaiement
C9198,R2,1,2024-02-12,11:56:00,Card,0,1,0
C9199,R2,1,2024-02-12,14:13:00,Cash,30,3,1
C9200,R2,1,2024-02-12,12:11:00,Card,0,1,1
C9201,R2,1,2024-02-12,12:48:00,Cash,0,2,1
C9202,R2,1,2024-02-12,23:36:00,Card,0,3,1
C9203,R2,1,2024-02-12,22:38:00,Card,0,1,1
C9204,R2,1,2024-02-12,18:50:00,,20,2,1
C9205,R2,1,2024-02-12,18:20:00,Cash,0,2,0
C9206,R2,1,2024-02-12,23:28:00,Card,20,1,1
C9207,R2,1,2024-02-12,12:16:00,Card,0,1,0
C9208,R2,1,2024-02-12,16:58:00,Card,0,1,0
C9209,R2,1,2024-02-12,12:23:00,Card,10,1,1
C9210,R2,1,2024-02-12,21:11:00,,40,1,1
C9211,R2,1,2024-02-12,17:09:00,Cash,30,2,0
C9212,R2,1,2024-02-12,19:57:00,Card,10,1,1
C9213,R2,1,2024-02-12,16:51:00,Cash,0,3,1
C9214,R2,1,2024-02-12,12:10:00,Card,999,2,1
C9215,R2,1,2024-02-12,20:20:00,Cash,40,3,0
C9216,R2,1,2024-02-12,17:32:00,Card,0,1,1
C9217,R2,1,2024-02-12,15:32:00,Card,0,2,1
C9218,R2,1,2024-02-12,11:06:00,Card,0,1,1
C9219,R2,1,2024-02-12,16:46:00,Cash,20,1,0
C9220,R2,1,2024-02-12,18:33:00,Cash,20,3,1
C9221,R2,1,2024-02-12,13:36:00,Card,30,2,1
C9222,R2,1,2024-02-12,15:08:00,Cash,40,3,0
C9223,R2,1,2024-02-12,18:15:00,Cash,0,1,0
C9224,R2,1,2024-02-12,22:39:00,Cash,0,3,1
C9225,R2,1,2024-02-12,19:41:00,Cash,30,1,0
C9226,R2,1,2024-02-13,23:37:00,Card,10,1,0
C9227,R2,1,2024-02-13,20:20:00,Card,30,1,0
C9228,R2,1,2024-02-13,20:11:00,Cash,30,3,0
C9229,R2,1,2024-02-13,21:33:00,Cash,20,1,1
C9230,R2,1,2024-02-13,20:17:00,Card,0,1,1
C9231,R2,1,2024-02-13,14:27:00,Card,0,3,0
C9232,R2,1,2024-02-13,15:53:00,Cash,0,1,0
C9233,R2,1,2024-02-13,19:51:00,Cash,999,2,1
C9234,R2,1,2024-02-13,20:45:00,Card,0,1,1
C9235,R2,1,2024-02-13,23:56:00,Cash,0,1,1
C9236,R2,1,2024-02-13,23:29:00,Card,40,3,0
C9237,R2,1,2024-02-13,10:51:00,Cash,999,2,1
C9238,R2,1,2024-02-13,19:34:00,Card,10,2,0
C9239,R2,1,2024-02-13,16:31:00,Cash,40,2,0
C9240,R2,1,2024-02-13,19:18:00,Cash,0,2,0
C9241,R2,1,2024-02-13,22:34:00,Card,0,2,1
C9242,R2,1,2024-02-13,13:44:00,Card,30,2,1
C9243,R2,1,2024-02-13,19:22:00,Cash,10,3,0
C9244,R2,1,2024-02-13,13:29:00,Card,20,3,0
C9245,R2,1,2024-02-13,18:22:00,Cash,0,1,1
C9246,R2,1,2024-02-13,13:11:00,Card,0,3,0
C9247,R2,1,2024-02-13,18:26:00,Cash,999,1,0
C9248,R2,1,2024-02-13,17:43:00,Card,999,3,1
C9249,R2,1,2024-02-13,16:03:00,Card,30,2,1
C9250,R2,1,2024-02-13,19:52:00,Cash,0,1,1
C9251,R2,1,2024-02-13,12:02:00,,30,1,1
C9252,R2,1,2024-02-13,17:05:00,Cash,0,3,0
C9253,R2,1,2024-02-13,13:34:00,Cash,0,3,0
C9254,R2,1,2024-02-13,20:57:00,Card,40,2,0
C9255,R2,1,2024-02-13,12:40:00,Card,0,3,0
C9256,R2,1,2024-02-13,14:03:00,Cash,0,1,0
C9257,R2,1,2024-02-13,14:09:00,Card,0,2,1
C9258,R2,1,2024-02-13,21:04:00,Cash,40,3,0
C9259,R2,1,2024-02-13,20:40:00,Card,20,1,0
C9260,R2,1,2024-02-13,11:19:00,Card,999,3,1
C9261,R2,1,2024-02-14,11:52:00,Card,30,2,0
C9262,R2,1,2024-02-14,23:10:00,Card,10,2,0
C9263,R2,1,2024-02-14,18:55:00,Card,30,3,1
C9264,R2,1,2024-02-14,21:49:00,Card,0,3,0
C9265,R2,1,2024-02-14,12:51:00,Cash,0,3,0
C9266,R2,1,2024-02-14,13:29:00,Cash,20,1,1
C9267,R2,1,2024-02-14,10:07:00,Cash,0,1,0
C9268,R2,1,2024-02-14,22:12:00,Cash,0,2,0
C9269,R2,1,2024-02-14,12:38:00,Cash,20,2,0
C9270,R2,1,2024-02-14,23:26:00,Cash,999,1,0
C9271,R2,1,2024-02-14,20:58:00,Card,10,3,1
C9272,R2,1,2024-02-14,19:42:00,Card,30,1,1
C9273,R2,1,2024-02-14,17:49:00,Card,0,1,1
C9274,R2,1,2024-02-14,10:54:00,Cash,20,3,1
C9275,R2,1,2024-02-14,20:09:00,,0,1,1
C9276,R2,1,2024-02-14,14:31:00,,40,3,0
C9277,R2,1,2024-02-14,17:53:00,Cash,0,1,1
C9278,R2,1,2024-02-14,21:44:00,Cash,40,1,1
C9279,R2,1,2024-02-14,19:18:00,Cash,40,3,0
C9280,R2,1,2024-02-14,10:01:00,Card,0,3,0
C9281,R2,1,2024-02-14,20:31:00,Card,0,3,1
C9282,R2,1,2024-02-14,22:15:00,,0,2,1
C9283,R2,1,2024-02-14,22:08:00,Card,10,1,1
C9284,R2,1,2024-02-14,21:56:00,Card,0,3,1
C9285,R2,1,2024-02-14,21:51:00,Cash,10,2,0
C9286,R2,1,2024-02-14,15:00:00,Card,0,1,0
C9287,R2,1,2024-02-14,12:45:00,Card,999,3,0
C9288,R2,1,2024-02-14,20:35:00,Cash,0,1,1
C9289,R2,1,2024-02-14,19:28:00,Card,0,1,1
C9290,R2,1,2024-02-14,10:46:00,Cash,40,2,1
C9291,R2,1,2024-02-14,16:05:00,Cash,40,3,0
C9292,R2,1,2024-02-14,10:30:00,Cash,0,1,0
C9293,R2,1,2024-02-14,20:35:00,Card,0,1,0
C9294,R2,1,2024-02-14,13:07:00,Cash,30,3,1
C9295,R2,1,2024-02-14,23:42:00,Cash,0,2,0
C9296,R2,1,2024-02-15,13:59:00,Card,0,2,1
C9297,R2,1,2024-02-15,23:34:00,Card,0,3,0
C9298,R2,1,2024-02-15,21:49:00,Card,20,2,1
C9299,R2,1,2024-02-15,18:45:00,Card,0,2,0
C9300,R2,1,2024-02-15,19:15:00,Card,30,1,0
C9301,R2,1,2024-02-15,21:31:00,Cash,0,1,0
C9302,R2,1,2024-02-15,10:55:00,Card,0,3,1
C9303,R2,1,2024-02-15,19:26:00,Card,0,3,0
C9304,R2,1,2024-02-15,22:23:00,Cash,0,3,0
C9305,R2,1,2024-02-15,14:39:00,Cash,40,1,1
C9306,R2,1,2024-02-15,11:43:00,Card,30,3,0
C9307,R2,1,2024-02-15,19:44:00,Card,30,2,1
C9308,R2,1,2024-02-15,12:47:00,Cash,20,3,0
C9309,R2,1,2024-02-15,17:52:00,Cash,10,2,0
C9310,R2,1,2024-02-15,19:12:00,Card,30,3,1
C9311,R2,1,2024-02-15,14:56:00,Card,0,2,0
C9312,R2,1,2024-02-15,13:31:00,Cash,0,3,1
C9313,R2,1,2024-02-15,14:42:00,Card,30,3,1
C9314,R2,1,2024-02-15,16:57:00,Cash,40,3,0
C9315,R2,1,2024-02-15,13:33:00,Cash,20,3,1
C9316,R2,1,2024-02-15,23:03:00,Card,40,1,0
C9317,R2,1,2024-02-15,11:20:00,Card,40,2,1
C9318,R2,1,2024-02-15,21:36:00,Card,0,2,1
C9319,R2,1,2024-02-15,11:45:00,Cash,20,2,1
C9320,R2,1,2024-02-15,18:42:00,Card,0,2,0
C9321,R2,1,2024-02-15,12:54:00,Cash,10,3,1
C9322,R2,1,2024-02-15,10:09:00,Card,10,2,0
C9323,R2,1,2024-02-15,17:17:00,Cash,10,2,0
C9324,R2,1,2024-02-15,16:11:00,Card,0,2,0
C9325,R2,1,2024-02-15,21:49:00,Card,40,2,0
C9326,R2,1,2024-02-15,21:57:00,Cash,0,3,1
C9327,R2,1,2024-02-15,22:59:00,Cash,0,1,0
C9328,R2,1,2024-02-15,13:24:00,Cash,10,2,0
C9329,R2,1,2024-02-15,14:30:00,Card,10,3,0
C9330,R2,1,2024-02-15,22:38:00,Card,40,1,1
C9331,R2,1,2024-02-16,20:19:00,Card,0,2,0
C9332,R2,1,2024-02-16,12:57:00,Cash,0,3,1
C9333,R2,1,2024-02-16,16:49:00,Card,0,1,0
C9334,R2,1,2024-02-16,11:45:00,Cash,0,1,0
C9335,R2,1,2024-02-16,11:30:00,Cash,20,2,1
C9336,R2,1,2024-02-16,23:57:00,Cash,0,2,0
C9337,R2,1,2024-02-16,14:14:00,Card,20,2,1
C9338,R2,1,2024-02-16,10:48:00,Cash,0,3,1
C9339,R2,1,2024-02-16,13:12:00,Card,0,2,1
C9340,R2,1,2024-02-16,15:51:00,Cash,0,1,0
C9341,R2,1,2024-02-16,23:59:00,Cash,30,3,0
C9342,R2,1,2024-02-16,14:30:00,Cash,30,1,1
C9343,R2,1,2024-02-16,11:57:00,Card,10,3,0
C9344,R2,1,2024-02-16,12:32:00,Cash,0,3,0
C9345,R2,1,2024-02-16,21:51:00,Card,0,3,0
C9346,R2,1,2024-02-16,23:12:00,Card,40,1,1
C9347,R2,1,2024-02-16,21:02:00,Card,0,2,0
C9348,R2,1,2024-02-16,22:50:00,Card,20,3,1
C9349,R2,1,2024-02-16,11:25:00,Card,20,1,0
C9350,R2,1,2024-02-16,20:11:00,Card,10,3,1
C9351,R2,1,2024-02-16,23:14:00,Card,0,3,0
C9352,R2,1,2024-02-16,10:37:00,Card,0,3,1
C9353,R2,1,2024-02-16,20:07:00,Cash,0,1,0
C9354,R2,1,2024-02-16,23:42:00,Card,0,3,0
C9355,R2,1,2024-02-16,12:28:00,Cash,40,1,1
C9356,R2,1,2024-02-16,21:16:00,Cash,0,1,0
C9357,R2,1,2024-02-16,14:25:00,Card,0,1,0
C9358,R2,1,2024-02-16,16:51:00,,30,2,1
C9359,R2,1,2024-02-16,19:09:00,,0,2,0
C9360,R2,1,2024-02-16,18:19:00,Cash,0,1,0
C9361,R2,1,2024-02-16,10:23:00,Cash,10,1,0
C9362,R2,1,2024-02-16,19:59:00,Card,0,3,0
C9363,R2,1,2024-02-16,19:34:00,Card,0,2,0
C9364,R2,1,2024-02-16,12:42:00,Card,0,2,1
C9365,R2,1,2024-02-16,20:49:00,Cash,20,2,1
C9366,R2,1,2024-02-16,22:23:00,Cash,30,1,1
C9367,R2,1,2024-02-16,17:26:00,Cash,0,1,0
C9368,R2,1,2024-02-16,23:44:00,Card,0,2,0
C9369,R2,1,2024-02-16,20:59:00,Cash,10,2,0
C9370,R2,1,2024-02-16,14:27:00,Cash,0,1,0
C9371,R2,1,2024-02-16,12:20:00,Card,0,3,0
C9372,R2,1,2024-02-16,14:18:00,Card,0,1,0
C9373,R2,1,2024-02-16,12:55:00,Cash,0,2,0
C9374,R2,1,2024-02-16,21:17:00,Cash,999,1,0
C9375,R2,1,2024-02-16,22:15:00,Cash,20,1,0
C9376,R2,1,2024-02-16,16:27:00,Cash,999,1,1
C9377,R2,1,2024-02-16,16:02:00,Cash,0,2,1
C9378,R2,1,2024-02-16,14:32:00,Card,20,1,0
C9379,R2,1,2024-02-16,21:06:00,Card,0,1,1
C9380,R2,1,2024-02-16,22:55:00,Cash,20,2,0
C9381,R2,1,2024-02-16,14:11:00,Cash,0,3,0
C9382,R2,1,2024-02-16,13:48:00,Cash,20,2,0
C9383,R2,1,2024-02-16,20:51:00,Card,0,1,1
C9384,R2,1,2024-02-16,20:46:00,Cash,30,3,0
C9385,R2,1,2024-02-16,23:00:00,Cash,10,3,0
C9386,R2,1,2024-02-16,19:05:00,Card,40,3,1
C9387,R2,1,2024-02-16,22:05:00,Cash,0,3,0
C9388,R2,1,2024-02-16,22:13:00,Cash,30,3,1
C9389,R2,1,2024-02-16,20:20:00,Cash,20,1,1
C9390,R2,1,2024-02-16,17:38:00,Card,40,3,0
C9391,R2,1,2024-02-16,22:26:00,Card,0,1,0
C9392,R2,1,2024-02-16,13:55:00,Cash,10,3,1
C9393,R2,1,2024-02-16,13:35:00,Cash,10,2,0
C9394,R2,1,2024-02-16,21:05:00,Card,40,1,1
C9395,R2,1,2024-02-16,22:41:00,Card,0,1,1
C9396,R2,1,2024-02-17,21:47:00,Card,0,3,0
C9397,R2,1,2024-02-17,17:27:00,Cash,10,2,1
C9398,R2,1,2024-02-17,11:29:00,Cash,0,1,0
C9399,R2,1,2024-02-17,15:05:00,Cash,0,1,1
C9400,R2,1,2024-02-17,17:04:00,Card,999,1,1
C9401,R2,1,2024-02-17,17:20:00,Card,0,3,0
C9402,R2,1,2024-02-17,11:51:00,Card,20,2,0
C9403,R2,1,2024-02-17,16:03:00,Card,0,2,0
C9404,R2,1,2024-02-17,12:13:00,Card,0,1,0
C9405,R2,1,2024-02-17,13:23:00,Cash,0,1,0
C9406,R2,1,2024-02-17,15:37:00,Cash,40,3,0
C9407,R2,1,2024-02-17,12:16:00,Cash,40,3,0
C9408,R2,1,2024-02-17,17:03:00,Card,0,1,1
C9409,R2,1,2024-02-17,22:36:00,Card,40,2,1
C9410,R2,1,2024-02-17,22:11:00,Cash,10,3,1
C9411,R2,1,2024-02-17,17:22:00,Cash,30,3,1
C9412,R2,1,2024-02-17,22:36:00,Cash,0,1,0
C9413,R2,1,2024-02-17,21:45:00,Card,0,1,1
C9414,R2,1,2024-02-17,18:29:00,Card,0,3,0
C9415,R2,1,2024-02-17,20:54:00,Cash,30,1,1
C9416,R2,1,2024-02-17,11:07:00,Cash,10,2,1
C9417,R2,1,2024-02-17,19:51:00,Card,0,2,1
C9418,R2,1,2024-02-17,12:12:00,,30,1,1
C9419,R2,1,2024-02-17,18:15:00,Cash,0,2,1
C9420,R2,1,2024-02-17,16:46:00,Cash,20,1,1
C9421,R2,1,2024-02-17,23:01:00,Card,0,3,1
C9422,R2,1,2024-02-17,22:24:00,Card,0,2,0
C9423,R2,1,2024-02-17,10:41:00,Cash,0,1,1
C9424,R2,1,2024-02-17,11:39:00,Cash,999,3,1
C9425,R2,1,2024-02-17,22:53:00,Cash,0,1,1
C9426,R2,1,2024-02-17,17:06:00,Card,30,1,1
C9427,R2,1,2024-02-17,13:16:00,,0,3,0
C9428,R2,1,2024-02-17,21:29:00,Card,30,3,1
C9429,R2,1,2024-02-17,14:37:00,Cash,10,1,1
C9430,R2,1,2024-02-17,16:43:00,Cash,20,3,1
C9431,R2,1,2024-02-17,15:37:00,Card,10,3,0
C9432,R2,1,2024-02-17,23:10:00,Cash,10,2,1
C9433,R2,1,2024-02-17,23:41:00,Cash,40,1,1
C9434,R2,1,2024-02-17,16:55:00,Cash,0,2,1
C9435,R2,1,2024-02-17,22:15:00,Cash,0,3,0
C9436,R2,1,2024-02-17,21:51:00,Cash,0,3,0
C9437,R2,1,2024-02-17,13:53:00,Card,0,2,1
C9438,R2,1,2024-02-17,19:27:00,Cash,10,3,1
C9439,R2,1,2024-02-17,22:12:00,Cash,20,1,0
C9440,R2,1,2024-02-17,19:50:00,Card,20,2,0
C9441,R2,1,2024-02-17,15:07:00,Cash,0,2,1
C9442,R2,1,2024-02-17,16:25:00,Cash,20,1,1
C9443,R2,1,2024-02-17,10:43:00,Cash,10,3,1
C9444,R2,1,2024-02-17,19:00:00,Card,40,2,0
C9445,R2,1,2024-02-17,13:54:00,Card,0,1,1
C9446,R2,1,2024-02-17,22:28:00,Card,40,3,1
C9447,R2,1,2024-02-17,18:44:00,Card,0,2,1
C9448,R2,1,2024-02-17,19:47:00,Card,0,2,0
C9449,R2,1,2024-02-17,12:31:00,Card,10,3,0
C9450,R2,1,2024-02-17,13:34:00,Card,0,1,1
C9451,R2,1,2024-02-17,22:35:00,Cash,30,2,0
C9452,R2,1,2024-02-17,20:54:00,Cash,0,2,1
C9453,R2,1,2024-02-17,12:55:00,Card,40,1,1
C9454,R2,1,2024-02-17,19:11:00,Cash,30,2,0
C9455,R2,1,2024-02-17,13:15:00,Card,10,3,1
C9456,R2,1,2024-02-17,12:33:00,Card,40,1,0
C9457,R2,1,2024-02-17,18:39:00,,30,1,1
C9458,R2,1,2024-02-17,22:12:00,Card,0,2,1
C9459,R2,1,2024-02-17,20:10:00,Card,0,1,1
C9460,R2,1,2024-02-17,16:27:00,Card,10,1,0
C9461,R2,1,2024-02-17,22:05:00,Card,0,2,1
C9462,R2,1,2024-02-17,19:50:00,Card,20,1,0
C9463,R2,1,2024-02-17,14:47:00,Card,20,2,0
C9464,R2,1,2024-02-17,21:33:00,Card,20,3,1
C9465,R2,1,2024-02-17,11:35:00,Cash,20,2,1
C9466,R2,1,2024-02-17,16:05:00,Card,10,1,1
C9467,R2,1,2024-02-17,16:04:00,Card,10,3,1
C9468,R2,1,2024-02-17,18:34:00,Cash,30,2,1
C9469,R2,1,2024-02-17,16:09:00,Cash,30,1,1
C9470,R2,1,2024-02-17,18:09:00,Card,40,1,0
C9471,R2,1,2024-02-17,11:18:00,Card,20,1,0
C9472,R2,1,2024-02-17,19:00:00,Cash,10,2,1
C9473,R2,1,2024-02-17,14:50:00,Cash,0,1,1
C9474,R2,1,2024-02-17,23:14:00,Cash,40,3,0
C9475,R2,1,2024-02-17,23:49:00,Card,0,2,1
C9476,R2,1,2024-02-17,16:22:00,Cash,0,2,0
C9477,R2,1,2024-02-17,17:29:00,Card,30,3,0
C9478,R2,1,2024-02-17,19:09:00,Card,20,3,1
C9479,R2,1,2024-02-17,15:42:00,Card,10,2,1
C9480,R2,1,2024-02-17,16:41:00,Cash,0,3,1
C9481,R2,1,2024-02-17,20:06:00,Cash,40,3,0
C9482,R2,1,2024-02-17,19:50:00,Card,0,2,1
C9483,R2,1,2024-02-17,11:04:00,Card,0,3,1
C9484,R2,1,2024-02-17,20:57:00,Cash,0,2,0
C9485,R2,1,2024-02-17,15:34:00,Cash,20,1,1
C9486,R2,1,2024-02-17,12:09:00,Cash,10,3,1
C9487,R2,1,2024-02-17,22:54:00,Card,10,2,0
C9488,R2,1,2024-02-17,20:32:00,Cash,0,3,0
C9489,R2,1,2024-02-17,17:37:00,Card,0,2,0
C9490,R2,1,2024-02-17,21:02:00,Cash,30,1,0
C9491,R2,1,2024-02-17,16:46:00,Cash,0,1,0
C9492,R2,1,2024-02-17,19:07:00,Card,30,1,0
C9493,R2,1,2024-02-17,13:16:00,Cash,30,1,0
C9494,R2,1,2024-02-17,10:45:00,Card,0,2,1
C9495,R2,1,2024-02-17,23:33:00,Card,30,2,1
C9496,R2,1,2024-02-17,22:00:00,Card,20,2,1
C9497,R2,1,2024-02-17,20:34:00,,40,3,1
C9498,R2,1,2024-02-17,22:25:00,Card,20,2,1
C9499,R2,1,2024-02-17,17:26:00,Card,0,1,0
C9500,R2,1,2024-02-17,17:29:00,Card,30,2,1
C9501,R2,1,2024-02-18,10:12:00,Cash,30,1,0
C9502,R2,1,2024-02-18,15:57:00,Card,30,2,1
C9503,R2,1,2024-02-18,20:34:00,Card,10,1,0
C9504,R2,1,2024-02-18,10:49:00,,20,1,1
C9505,R2,1,2024-02-18,16:37:00,,0,1,1
C9506,R2,1,2024-02-18,21:57:00,Card,30,1,0
C9507,R2,1,2024-02-18,22:30:00,Card,0,1,0
C9508,R2,1,2024-02-18,10:53:00,Card,30,3,1
C9509,R2,1,2024-02-18,16:44:00,Card,40,2,0
C9510,R2,1,2024-02-18,19:07:00,Cash,0,2,1
C9511,R2,1,2024-02-18,14:28:00,Card,10,1,0
C9512,R2,1,2024-02-18,18:48:00,Cash,0,2,0
C9513,R2,1,2024-02-18,17:44:00,Cash,0,2,0
C9514,R2,1,2024-02-18,22:13:00,Cash,0,1,0
C9515,R2,1,2024-02-18,21:10:00,Cash,30,2,0
C9516,R2,1,2024-02-18,22:40:00,Cash,30,3,0
C9517,R2,1,2024-02-18,14:30:00,Card,0,2,0
C9518,R2,1,2024-02-18,22:20:00,Card,0,1,0
C9519,R2,1,2024-02-18,16:07:00,Cash,20,3,1
C9520,R2,1,2024-02-18,21:25:00,Card,0,2,0
C9521,R2,1,2024-02-18,13:38:00,Card,0,1,1
C9522,R2,1,2024-02-18,14:53:00,Card,40,1,1
C9523,R2,1,2024-02-18,17:26:00,Cash,30,1,1
C9524,R2,1,2024-02-18,18:42:00,Card,10,3,0
C9525,R2,1,2024-02-18,13:15:00,Card,0,3,0
C9526,R2,1,2024-02-18,19:38:00,Card,30,3,1
C9527,R2,1,2024-02-18,17:28:00,Cash,0,2,1
C9528,R2,1,2024-02-18,23:56:00,Cash,0,3,1
C9529,R2,1,2024-02-18,18:09:00,Cash,0,1,0
C9530,R2,1,2024-02-18,17:37:00,Card,0,2,1
C9531,R2,1,2024-02-18,17:31:00,Card,0,3,1
C9532,R2,1,2024-02-18,13:07:00,Card,0,2,0
C9533,R2,1,2024-02-18,16:00:00,Card,30,1,0
C9534,R2,1,2024-02-18,10:58:00,Card,0,2,0
C9535,R2,1,2024-02-18,19:49:00,Card,30,1,0
C9536,R2,1,2024-02-19,18:58:00,Card,0,3,1
C9537,R2,1,2024-02-19,21:07:00,,40,3,1
C9538,R2,1,2024-02-19,19:13:00,Card,10,3,1
C9539,R2,1,2024-02-19,11:04:00,Card,0,2,0
C9540,R2,1,2024-02-19,21:04:00,Cash,0,1,0
C9541,R2,1,2024-02-19,22:00:00,Cash,0,3,0
C9542,R2,1,2024-02-19,20:42:00,Card,0,1,0
C9543,R2,1,2024-02-19,23:52:00,Cash,999,1,0
C9544,R2,1,2024-02-19,22:52:00,Cash,20,3,1
C9545,R2,1,2024-02-19,23:41:00,Card,30,3,0
C9546,R2,1,2024-02-19,14:01:00,Card,0,2,1
C9547,R2,1,2024-02-19,18:07:00,Cash,0,2,0
C9548,R2,1,2024-02-19,11:47:00,Cash,0,2,1
C9549,R2,1,2024-02-19,20:06:00,Card,0,1,1
C9550,R2,1,2024-02-19,17:24:00,Card,20,3,1
C9551,R2,1,2024-02-19,11:49:00,Cash,0,3,0
C9552,R2,1,2024-02-19,22:51:00,Card,20,1,1
C9553,R2,1,2024-02-19,11:13:00,Card,0,3,0
C9554,R2,1,2024-02-19,10:19:00,Cash,0,2,0
C9555,R2,1,2024-02-19,14:19:00,Cash,0,2,0
C9556,R2,1,2024-02-19,16:33:00,Card,0,2,1
C9557,R2,1,2024-02-19,23:21:00,Cash,0,3,0
C9558,R2,1,2024-02-19,14:12:00,Card,30,3,0
C9559,R2,1,2024-02-19,21:09:00,Cash,30,3,0
C9560,R2,1,2024-02-19,13:30:00,Cash,10,1,0
C9561,R2,1,2024-02-19,20:50:00,Cash,0,2,1
C9562,R2,1,2024-02-19,13:04:00,Cash,0,1,0
C9563,R2,1,2024-02-19,11:29:00,Cash,0,1,0
C9564,R2,1,2024-02-19,17:28:00,Card,0,1,1
C9565,R2,1,2024-02-19,10:16:00,Cash,0,2,1
C9566,R2,1,2024-02-19,16:58:00,Cash,40,2,0
C9567,R2,1,2024-02-19,10:59:00,Card,30,2,1
C9568,R2,1,2024-02-19,12:10:00,Cash,10,3,1
C9569,R2,1,2024-02-19,17:40:00,Cash,20,2,1
C9570,R2,1,2024-02-19,17:08:00,Card,0,2,0
C9571,R2,1,2024-02-20,13:05:00,Card,0,2,0
C9572,R2,1,2024-02-20,12:22:00,,0,3,0
C9573,R2,1,2024-02-20,19:44:00,Card,20,2,0
C9574,R2,1,2024-02-20,14:41:00,Cash,20,2,1
C9575,R2,1,2024-02-20,20:48:00,Card,0,1,1
C9576,R2,1,2024-02-20,21:04:00,Card,0,1,1
C9577,R2,1,2024-02-20,14:25:00,,40,2,1
C9578,R2,1,2024-02-20,18:46:00,Card,40,2,0
C9579,R2,1,2024-02-20,10:31:00,Cash,0,3,1
C9580,R2,1,2024-02-20,13:32:00,Cash,0,1,0
C9581,R2,1,2024-02-20,19:52:00,Cash,30,1,0
C9582,R2,1,2024-02-20,23:43:00,Cash,0,2,1
C9583,R2,1,2024-02-20,12:25:00,Cash,40,1,1
C9584,R2,1,2024-02-20,15:30:00,Cash,30,3,0
C9585,R2,1,2024-02-20,21:06:00,Cash,20,3,1
C9586,R2,1,2024-02-20,18:17:00,Cash,20,2,0
C9587,R2,1,2024-02-20,18:11:00,Card,999,3,0
C9588,R2,1,2024-02-20,14:00:00,Cash,40,1,1
C9589,R2,1,2024-02-20,12:00:00,Card,0,3,0
C9590,R2,1,2024-02-20,17:11:00,Card,0,2,1
C9591,R2,1,2024-02-20,20:36:00,Cash,40,2,1
C9592,R2,1,2024-02-20,22:19:00,Card,20,1,1
C9593,R2,1,2024-02-20,10:17:00,Card,0,3,1
C9594,R2,1,2024-02-20,13:27:00,Card,0,2,1
C9595,R2,1,2024-02-20,20:08:00,Cash,0,2,0
C9596,R2,1,2024-02-20,10:42:00,Card,10,3,0
C9597,R2,1,2024-02-20,11:08:00,Cash,40,2,0
C9598,R2,1,2024-02-20,10:11:00,Card,0,2,0
C9599,R2,1,2024-02-20,19:30:00,Card,10,1,0
C9600,R2,1,2024-02-20,12:36:00,Card,0,2,1
C9601,R2,1,2024-02-20,18:27:00,Card,0,2,1
C9602,R2,1,2024-02-20,16:59:00,Cash,0,2,1
C9603,R2,1,2024-02-20,21:23:00,Cash,0,3,1
C9604,R2,1,2024-02-20,13:04:00,Card,30,1,1
C9605,R2,1,2024-02-20,15:18:00,Cash,0,1,1
C9606,R2,1,2024-02-21,10:57:00,Card,0,3,1
C9607,R2,1,2024-02-21,17:46:00,Card,20,3,1
C9608,R2,1,2024-02-21,10:07:00,Card,0,2,1
C9609,R2,1,2024-02-21,15:57:00,Card,20,2,1
C9610,R2,1,2024-02-21,23:39:00,Card,0,2,1
C9611,R2,1,2024-02-21,20:46:00,Cash,10,2,1
C9612,R2,1,2024-02-21,21:18:00,Card,10,1,1
C9613,R2,1,2024-02-21,14:31:00,Cash,999,2,1
C9614,R2,1,2024-02-21,16:22:00,Card,20,1,1
C9615,R2,1,2024-02-21,17:41:00,Cash,0,1,1
C9616,R2,1,2024-02-21,22:22:00,Cash,0,1,0
C9617,R2,1,2024-02-21,20:59:00,,0,3,1
C9618,R2,1,2024-02-21,18:49:00,Card,0,2,1
C9619,R2,1,2024-02-21,22:30:00,Cash,0,2,0
C9620,R2,1,2024-02-21,18:49:00,Cash,0,3,1
C9621,R2,1,2024-02-21,11:22:00,Cash,0,3,0
C9622,R2,1,2024-02-21,10:53:00,Cash,10,1,1
C9623,R2,1,2024-02-21,18:03:00,Cash,40,1,1
C9624,R2,1,2024-02-21,16:33:00,Card,10,3,1
C9625,R2,1,2024-02-21,12:17:00,Card,30,1,0
C9626,R2,1,2024-02-21,15:19:00,Card,0,1,0
C9627,R2,1,2024-02-21,22:36:00,Cash,20,3,1
C9628,R2,1,2024-02-21,15:58:00,Cash,0,2,0
C9629,R2,1,2024-02-21,21:35:00,Cash,0,3,0
C9630,R2,1,2024-02-21,17:02:00,Cash,0,2,0
C9631,R2,1,2024-02-21,22:18:00,Card,0,2,1
C9632,R2,1,2024-02-21,16:05:00,Cash,40,3,0
C9633,R2,1,2024-02-21,11:43:00,Card,0,1,0
C9634,R2,1,2024-02-21,15:22:00,Card,0,1,1
C9635,R2,1,2024-02-21,16:38:00,Cash,999,1,1
C9636,R2,1,2024-02-21,21:05:00,Cash,30,3,0
C9637,R2,1,2024-02-21,22:57:00,Card,40,3,0
C9638,R2,1,2024-02-21,16:26:00,Card,20,2,1
C9639,R2,1,2024-02-21,13:28:00,Card,30,1,1
C9640,R2,1,2024-02-21,23:20:00,Cash,0,1,1
C9641,R2,1,2024-02-22,18:16:00,Cash,10,2,1
